prompt,image_path
Ultrasound image of the posterior bladder showing signs of fracture.,images/ultrasound_bladder_fracture_313.jpg
PET scan image of the lower brain showing signs of mass.,images/pet_scan_brain_mass_314.jpg
Mammogram image of the upper pancreas showing signs of lesion.,images/mammogram_pancreas_lesion_315.jpg
Ultrasound image of the anterior heart showing signs of fluid accumulation.,images/ultrasound_heart_fluid accumulation_316.jpg
Mammogram image of the upper thyroid showing signs of blockage.,images/mammogram_thyroid_blockage_317.jpg
PET scan image of the lower pancreas showing signs of infection.,images/pet_scan_pancreas_infection_318.jpg
Angiogram image of the posterior knee showing signs of inflammation.,images/angiogram_knee_inflammation_319.jpg
Angiogram image of the no specific brain showing signs of degeneration.,images/angiogram_brain_degeneration_320.jpg
MRI image of the central knee showing signs of fracture.,images/mri_knee_fracture_321.jpg
CT scan image of the lower breast showing signs of blockage.,images/ct_scan_breast_blockage_322.jpg
CT scan image of the left lung showing signs of atrophy.,images/ct_scan_lung_atrophy_323.jpg
MRI image of the bilateral knee showing signs of calcification.,images/mri_knee_calcification_324.jpg
Endoscopy image of the upper brain showing signs of hernia.,images/endoscopy_brain_hernia_325.jpg
CT scan image of the right lung showing signs of fracture.,images/ct_scan_lung_fracture_326.jpg
Mammogram image of the central thyroid showing signs of infection.,images/mammogram_thyroid_infection_327.jpg
Ultrasound image of the right liver showing signs of swelling.,images/ultrasound_liver_swelling_328.jpg
Mammogram image of the left breast showing signs of abnormal growth.,images/mammogram_breast_abnormal growth_329.jpg
PET scan image of the posterior knee showing signs of abnormal growth.,images/pet_scan_knee_abnormal growth_330.jpg
Endoscopy image of the posterior lung showing signs of swelling.,images/endoscopy_lung_swelling_331.jpg
X-ray image of the no specific heart showing signs of calcification.,images/x-ray_heart_calcification_332.jpg
X-ray image of the posterior knee showing signs of hernia.,images/x-ray_knee_hernia_333.jpg
Angiogram image of the no specific spine showing signs of swelling.,images/angiogram_spine_swelling_334.jpg
PET scan image of the left liver showing signs of cyst.,images/pet_scan_liver_cyst_335.jpg
Angiogram image of the right brain showing signs of abnormal growth.,images/angiogram_brain_abnormal growth_336.jpg
Mammogram image of the lower knee showing signs of lesion.,images/mammogram_knee_lesion_337.jpg
Endoscopy image of the lower knee showing signs of degeneration.,images/endoscopy_knee_degeneration_338.jpg
PET scan image of the lower brain showing signs of fracture.,images/pet_scan_brain_fracture_339.jpg
MRI image of the central knee showing signs of blockage.,images/mri_knee_blockage_340.jpg
MRI image of the bilateral brain showing signs of swelling.,images/mri_brain_swelling_341.jpg
CT scan image of the posterior pancreas showing signs of inflammation.,images/ct_scan_pancreas_inflammation_342.jpg
Ultrasound image of the upper bladder showing signs of infection.,images/ultrasound_bladder_infection_343.jpg
Ultrasound image of the posterior bladder showing signs of calcification.,images/ultrasound_bladder_calcification_344.jpg
Ultrasound image of the anterior brain showing signs of tumor.,images/ultrasound_brain_tumor_345.jpg
Angiogram image of the upper abdomen showing signs of degeneration.,images/angiogram_abdomen_degeneration_346.jpg
Endoscopy image of the posterior lung showing signs of calcification.,images/endoscopy_lung_calcification_347.jpg
CT scan image of the no specific lung showing signs of tumor.,images/ct_scan_lung_tumor_348.jpg
PET scan image of the left spine showing signs of calcification.,images/pet_scan_spine_calcification_349.jpg
CT scan image of the bilateral knee showing signs of infection.,images/ct_scan_knee_infection_350.jpg
Mammogram image of the lower heart showing signs of fluid accumulation.,images/mammogram_heart_fluid accumulation_351.jpg
Angiogram image of the anterior knee showing signs of calcification.,images/angiogram_knee_calcification_352.jpg
Ultrasound image of the left heart showing signs of degeneration.,images/ultrasound_heart_degeneration_353.jpg
Mammogram image of the anterior spine showing signs of mass.,images/mammogram_spine_mass_354.jpg
MRI image of the left thyroid showing signs of atrophy.,images/mri_thyroid_atrophy_355.jpg
Endoscopy image of the lower spine showing signs of cyst.,images/endoscopy_spine_cyst_356.jpg
Mammogram image of the no specific liver showing signs of blockage.,images/mammogram_liver_blockage_357.jpg
MRI image of the bilateral liver showing signs of inflammation.,images/mri_liver_inflammation_358.jpg
PET scan image of the right eye showing signs of abnormal growth.,images/pet_scan_eye_abnormal growth_359.jpg
X-ray image of the left brain showing signs of scar tissue.,images/x-ray_brain_scar tissue_360.jpg
MRI image of the lower brain showing signs of atrophy.,images/mri_brain_atrophy_361.jpg
PET scan image of the right liver showing signs of swelling.,images/pet_scan_liver_swelling_362.jpg
Mammogram image of the central abdomen showing signs of blockage.,images/mammogram_abdomen_blockage_363.jpg
Angiogram image of the right abdomen showing signs of atrophy.,images/angiogram_abdomen_atrophy_364.jpg
Mammogram image of the posterior bladder showing signs of scar tissue.,images/mammogram_bladder_scar tissue_365.jpg
X-ray image of the posterior heart showing signs of fracture.,images/x-ray_heart_fracture_366.jpg
Angiogram image of the anterior pancreas showing signs of degeneration.,images/angiogram_pancreas_degeneration_367.jpg
MRI image of the left abdomen showing signs of degeneration.,images/mri_abdomen_degeneration_368.jpg
Ultrasound image of the anterior spine showing signs of lesion.,images/ultrasound_spine_lesion_369.jpg
Mammogram image of the left eye showing signs of cyst.,images/mammogram_eye_cyst_370.jpg
Mammogram image of the right heart showing signs of scar tissue.,images/mammogram_heart_scar tissue_371.jpg
X-ray image of the left liver showing signs of cyst.,images/x-ray_liver_cyst_372.jpg
PET scan image of the posterior thyroid showing signs of hernia.,images/pet_scan_thyroid_hernia_373.jpg
Endoscopy image of the upper breast showing signs of infection.,images/endoscopy_breast_infection_374.jpg
Endoscopy image of the left abdomen showing signs of hernia.,images/endoscopy_abdomen_hernia_375.jpg
Ultrasound image of the bilateral spine showing signs of blockage.,images/ultrasound_spine_blockage_376.jpg
CT scan image of the anterior abdomen showing signs of hernia.,images/ct_scan_abdomen_hernia_377.jpg
Endoscopy image of the anterior brain showing signs of swelling.,images/endoscopy_brain_swelling_378.jpg
PET scan image of the lower breast showing signs of tumor.,images/pet_scan_breast_tumor_379.jpg
Mammogram image of the no specific spine showing signs of mass.,images/mammogram_spine_mass_380.jpg
MRI image of the right bladder showing signs of tumor.,images/mri_bladder_tumor_381.jpg
Ultrasound image of the central breast showing signs of mass.,images/ultrasound_breast_mass_382.jpg
PET scan image of the central lung showing signs of scar tissue.,images/pet_scan_lung_scar tissue_383.jpg
PET scan image of the posterior breast showing signs of infection.,images/pet_scan_breast_infection_384.jpg
Endoscopy image of the lower heart showing signs of cyst.,images/endoscopy_heart_cyst_385.jpg
Endoscopy image of the no specific eye showing signs of swelling.,images/endoscopy_eye_swelling_386.jpg
Mammogram image of the lower brain showing signs of tumor.,images/mammogram_brain_tumor_387.jpg
Angiogram image of the left brain showing signs of degeneration.,images/angiogram_brain_degeneration_388.jpg
CT scan image of the upper abdomen showing signs of degeneration.,images/ct_scan_abdomen_degeneration_389.jpg
Mammogram image of the left knee showing signs of calcification.,images/mammogram_knee_calcification_390.jpg
MRI image of the anterior liver showing signs of lesion.,images/mri_liver_lesion_391.jpg
Ultrasound image of the anterior liver showing signs of mass.,images/ultrasound_liver_mass_392.jpg
CT scan image of the anterior thyroid showing signs of mass.,images/ct_scan_thyroid_mass_393.jpg
Mammogram image of the lower pancreas showing signs of infection.,images/mammogram_pancreas_infection_394.jpg
CT scan image of the upper liver showing signs of fluid accumulation.,images/ct_scan_liver_fluid accumulation_395.jpg
Ultrasound image of the central brain showing signs of swelling.,images/ultrasound_brain_swelling_396.jpg
PET scan image of the posterior thyroid showing signs of abnormal growth.,images/pet_scan_thyroid_abnormal growth_397.jpg
Mammogram image of the bilateral liver showing signs of fracture.,images/mammogram_liver_fracture_398.jpg
Angiogram image of the anterior heart showing signs of scar tissue.,images/angiogram_heart_scar tissue_399.jpg
PET scan image of the upper thyroid showing signs of atrophy.,images/pet_scan_thyroid_atrophy_400.jpg
Endoscopy image of the bilateral brain showing signs of calcification.,images/endoscopy_brain_calcification_401.jpg
Angiogram image of the lower bladder showing signs of cyst.,images/angiogram_bladder_cyst_402.jpg
PET scan image of the anterior heart showing signs of abnormal growth.,images/pet_scan_heart_abnormal growth_403.jpg
Endoscopy image of the anterior liver showing signs of infection.,images/endoscopy_liver_infection_404.jpg
PET scan image of the bilateral pancreas showing signs of cyst.,images/pet_scan_pancreas_cyst_405.jpg
Mammogram image of the central abdomen showing signs of lesion.,images/mammogram_abdomen_lesion_406.jpg
X-ray image of the upper abdomen showing signs of cyst.,images/x-ray_abdomen_cyst_407.jpg
Endoscopy image of the central spine showing signs of mass.,images/endoscopy_spine_mass_408.jpg
Ultrasound image of the no specific thyroid showing signs of infection.,images/ultrasound_thyroid_infection_409.jpg
Endoscopy image of the bilateral liver showing signs of inflammation.,images/endoscopy_liver_inflammation_410.jpg
PET scan image of the bilateral bladder showing signs of cyst.,images/pet_scan_bladder_cyst_411.jpg
Ultrasound image of the anterior breast showing signs of blockage.,images/ultrasound_breast_blockage_412.jpg
Angiogram image of the right bladder showing signs of calcification.,images/angiogram_bladder_calcification_413.jpg
PET scan image of the anterior bladder showing signs of degeneration.,images/pet_scan_bladder_degeneration_414.jpg
MRI image of the right thyroid showing signs of fracture.,images/mri_thyroid_fracture_415.jpg
Endoscopy image of the lower liver showing signs of mass.,images/endoscopy_liver_mass_416.jpg
Endoscopy image of the right liver showing signs of cyst.,images/endoscopy_liver_cyst_417.jpg
PET scan image of the upper spine showing signs of cyst.,images/pet_scan_spine_cyst_418.jpg
X-ray image of the left brain showing signs of scar tissue.,images/x-ray_brain_scar tissue_419.jpg
Angiogram image of the anterior abdomen showing signs of hernia.,images/angiogram_abdomen_hernia_420.jpg
Angiogram image of the central liver showing signs of inflammation.,images/angiogram_liver_inflammation_421.jpg
Angiogram image of the left eye showing signs of swelling.,images/angiogram_eye_swelling_422.jpg
Angiogram image of the left knee showing signs of mass.,images/angiogram_knee_mass_423.jpg
Endoscopy image of the upper abdomen showing signs of swelling.,images/endoscopy_abdomen_swelling_424.jpg
PET scan image of the anterior bladder showing signs of fluid accumulation.,images/pet_scan_bladder_fluid accumulation_425.jpg
MRI image of the bilateral lung showing signs of mass.,images/mri_lung_mass_426.jpg
Mammogram image of the no specific brain showing signs of infection.,images/mammogram_brain_infection_427.jpg
Endoscopy image of the anterior pancreas showing signs of inflammation.,images/endoscopy_pancreas_inflammation_428.jpg
